peak,mean,var,std,ppk,rms,sqrt,ske,kur,impul,clear,crest,1x,2x,3x,aaa,aad,add,ada,dda,ddd,dad,daa,orbit
73.3536238174869,-0.1112989861364926,1319.0310446264025,36.318466991688986,146.57255503643484,36.31863753075976,24.01272702250389,-0.0264841360820597,2.403195637947668,2.546307027847286,3.054781064588893,2.0197239986043165,61088.58213628588,84282.91179536218,11082.204632116847,1862274.1704576383,607995.9237515274,58480.64557467942,124699.41790359205,2742.2890087190112,1516.6671557287182,13856.580403866214,29835.254666033707,2
78.10067517496488,-0.0389371609909557,1383.6263573987933,37.19712834882275,152.52052720562392,37.19714872811213,24.13239381783944,-0.0091143972487421,2.4615569791554264,2.6738651963418683,3.2363418136012005,2.0996414468708857,60725.451620571024,87150.15466487077,14836.609515517835,1923822.4529052717,657327.6476219455,66081.2156365299,133995.2206544098,3050.0909055612597,1753.9925626452232,15613.56663896836,32025.698005322978,2
75.49428669104292,0.2655675570460618,1390.675138175139,37.29175697356105,149.86520633141805,37.29270256099039,24.99854437269981,0.0018321547557085,2.386402518715367,2.5356825130373086,3.01994730435137,2.024371566195175,59839.41112630182,88578.84546688534,11974.55942534524,1937001.2905128275,660496.3961933851,63522.085764245436,135194.402155574,2983.9923177520745,1668.7586013033501,15056.27992096603,32323.91502546445,2
75.8343441515595,0.2468328791979774,1288.64572612017,35.8977119900443,146.73598736296245,35.89856059218012,24.138980113026644,-0.0249034612275994,2.4049443567766065,2.64525549924979,3.141572004967822,2.112461973421817,56392.46622871647,85839.56429639529,12465.87947694719,1779818.7935119574,622775.7700901629,60508.3322706457,127031.60844356206,2828.0130147771956,1623.7170697188897,14328.99409604304,30355.99600832607,2
74.59524940313828,0.0961314249956404,1300.5325562393757,36.0628972247014,145.45513288684913,36.063025351324136,24.2553136113474,0.0361258858835684,2.369031922881072,2.58571547255156,3.075418879277664,2.068468983853551,58873.97494077058,85153.41234122649,10059.470223893512,1802934.6874337327,627163.3882067774,56866.03964148503,128136.68780324642,2695.000864343867,1583.0764723656755,13498.504854376191,30632.215983699334,2
78.79496548276843,0.0401122698640949,1445.246861493407,38.01640253224136,154.7738586858824,38.01642369407725,24.63824060502304,-0.0150470898373635,2.431619163450124,2.6403398568181804,3.198075980583792,2.072655916212452,65952.43717804625,86767.94899092043,12518.456490417168,2059671.7214005361,651547.1455455774,63058.42789043525,134014.71322226844,2945.472375136013,1616.544094657456,14931.9014174329,32082.941612562947,2
72.44457091120827,-0.0205946592796446,1266.5068279135642,35.58801522863511,144.66689358510982,35.588021187663074,23.499341638687977,0.0156963539582507,2.4118058520640657,2.5692235758713733,3.0828340651016224,2.0356448179344646,58861.89211918606,83218.7905638001,11837.098056938616,1779062.0280960975,588382.1313387314,58585.70302339277,120800.16980366531,2721.8556380732844,1492.887342383194,13860.095525381432,28901.98143795558,2
77.98375549125007,0.1927353729863176,1414.0677997791918,37.60409285941082,154.78338745878847,37.60458677745565,25.121010473705702,0.0049454484932944,2.4144018287468976,2.605599746430153,3.1043239909826115,2.0737830720693404,59482.90241718537,89685.4957431529,13594.712323122034,1951879.858540644,683617.9507428773,67035.31837099665,139450.3636726999,3125.2101200351644,1786.1217708610657,15867.156162712074,33324.95146731463,2
76.03665226248789,-0.0980183839288131,1402.2419757162318,37.446521543612455,151.65712361724388,37.44664982771916,24.39956115359576,0.0067846143540989,2.4712641137141147,2.5811153453228166,3.1163122887266512,2.0305328410501287,59017.56162291882,88948.56942943798,16406.873491841903,1927871.0662692394,683489.7519528857,67542.69669829206,138781.34430355026,3113.9697974425485,1917.3484413709077,15956.821391738607,33138.243784476,2
75.14713461460698,-0.1540472077361037,1335.5397306917732,36.54503701861271,149.40392793266665,36.54536169247732,22.45000321896106,0.0116116383663673,2.531917475130217,2.683960466028714,3.347310638741398,2.0562701019887744,63334.52927275364,82534.2361387356,16924.766395710834,1883300.7874305963,616645.1581646028,60834.510970991316,125568.76101127283,2783.2046128712363,1739.7265470052532,14351.401569725409,30010.418300142635,2
74.95835343624076,-0.0527774720699904,1377.625172550049,37.11637337550705,148.75254050195645,37.11641089884104,24.795593937498108,-0.0038763840255863,2.3926576620048383,2.53526797184842,3.023051338281599,2.019547462186904,60381.825479501706,87616.47231413807,12075.645135743129,1920485.3061869177,652912.8677169575,63063.18179216885,133461.8805356891,2956.0128686703442,1650.0874513133822,14940.962429340401,31911.75902671632,2
73.85363435470767,0.0402339137466006,1332.3619622398408,36.5015336970906,147.51559509028118,36.50155587105374,23.743630418533503,-0.0059071904840809,2.4359726721869905,2.573007434977638,3.1104609132165364,2.0233009961439663,62447.36415694083,83875.09724639512,12146.493189794595,1884217.912426279,612689.6947903979,58094.85502219051,125597.10086860142,2724.785584521876,1541.138694522909,13765.84079970955,30049.2857174561,2
74.4184662299494,0.2108228079556382,1359.4337185586494,36.87049929901478,148.56519070079457,36.871102028756944,23.82120289486357,-0.0004592754598877,2.5006916670453427,2.579003715338571,3.124043171052282,2.0183412519622568,58325.31837415061,87185.06429785052,17424.91319063948,1872616.469783006,658200.5181622354,67173.52121942684,133535.61214936138,3067.7493825045185,1891.8025446816896,15842.718415866279,31882.889884047225,2
78.13535358144992,0.2323896839517801,1344.98224433473,36.6739995682872,150.68979099972094,36.67473584499194,23.333910175780133,-0.0032460406853253,2.4563662254144103,2.735693231193125,3.3485752277623817,2.130495333673128,64570.41187865099,82720.48710911954,12882.448036941854,1914510.0920217666,609397.136310163,57801.705653669596,125063.0249494173,2697.641049150611,1549.3977002493343,13684.617107516724,29930.623774337986,2
76.30012632864567,0.0272698667313115,1364.7176908754116,36.942085632451935,148.5271859549701,36.942095697470144,24.588196171635456,-0.0063258918766307,2.404509473604074,2.5964231319060374,3.1031201230070007,2.0653978852063566,59187.03638419356,87696.1677673722,12660.940580245831,1903763.334325423,643298.6366351382,64659.060614674956,131772.11593428516,3015.6530494239623,1614.394031654139,15307.118509467035,31513.04079903165,2
74.44583672535649,0.3336085501447515,1304.4309557331828,36.11690678523263,148.6907283909721,36.11844750813517,23.316595886346608,-0.0161003599091425,2.4851649196707624,2.632067029922045,3.1928261350083864,2.061158268460697,58246.12851805943,84876.82884439103,15849.385089048705,1815104.96872523,617593.2183194916,63350.54846725125,125986.70575564053,2904.556039577227,1701.8227154082062,14953.58922133421,30107.119570992367,2
74.62337275698742,-0.1578012809385572,1297.4585246992358,36.02025159128176,149.21225911962267,36.02059724579118,22.84830490776183,-0.0176769332576863,2.493897114732631,2.6670136506217608,3.266035404299818,2.071686159110168,60953.886006448,82785.48310161124,15111.096551624596,1809721.8167199509,617486.0216434015,56891.80786472943,125370.79010880065,2650.1555612368124,1715.5734085253532,13461.859945352533,29948.03108029625,2
82.27366311710472,-0.3760108015113407,1498.5645390716684,38.71129730545941,161.78714816536956,38.71312339755766,24.614327491462323,-0.0043322471334306,2.4928283930052944,2.733005804419033,3.3425111104758805,2.1252137749829614,65036.82717648602,89333.36962016183,16539.08944870359,2096011.8218028825,705292.4195409365,68846.07785557839,143514.95611082038,3176.1251688106313,1948.6811968360203,16264.419321664984,34295.229704856676,2
81.26949536715897,0.1884354109688767,1438.668798218774,37.92978774286476,160.60688505750397,37.93025581409757,23.05179823588949,0.0263228195864727,2.5635148694764367,2.813506970981521,3.52551651439626,2.14260340783026,65842.37299791908,85354.19334880522,18820.548413760465,2032825.1525108085,659598.8855569307,66930.842030367,134295.7881152396,3038.6737658063994,1912.5027879627062,15770.130845170706,32094.44332737699,2
78.89162171868415,0.106684659184838,1491.803466683271,38.62387172052112,155.76221704933096,38.6240190593855,25.08629034206198,0.0076319324495166,2.4264336285266426,2.595988142479237,3.1448101988362627,2.042553406919826,65713.15754164691,88986.61213773378,13166.031401703172,2093302.2557825625,700635.1306291382,63917.06444922844,143159.40063942445,2998.377537504576,1852.928653484696,15145.333331255524,34226.318295340636,2
78.20808392072806,-0.2032782653217174,1456.5272836684726,38.16447672467779,154.16669611831867,38.16501808884185,24.73207633317113,0.0110617824225566,2.450454251493169,2.611515454605585,3.162212620856013,2.049208616609917,64662.77646091365,88016.14680835605,13931.163457620934,2051737.4990494524,672702.56206277,66805.13775587396,138147.4310038225,3090.248187932521,1723.195207357403,15793.20645853853,33053.22479214365,2
75.915161378562,0.2338312876647049,1385.8921775801412,37.22757281344221,147.85132786149103,37.22830716875583,24.238360612593333,0.0251819927934074,2.412002144471611,2.590047232059225,3.13202541178133,2.039178441137244,64732.0930895396,84884.85095802927,11460.133002154538,1977506.7021563018,623014.4100599631,60254.23238947858,128305.18339252712,2820.3040021217357,1524.4016445589914,14273.87271119644,30720.051969581902,2
73.95244343930598,0.0801447563823644,1307.7596338104884,36.162959417206,145.43541652583477,36.16304822595109,24.142482377446417,-0.0064372382797536,2.378732631659892,2.565739644068596,3.063166508030316,2.044972618935278,60175.95302459432,84457.48603459689,10446.003390964564,1843581.457212893,603747.1760885945,58833.398041113855,124228.79582000917,2752.410641948014,1496.9780384377405,13935.611944779213,29729.056932790358,2
79.26947760491197,0.0007899880325676,1436.662930377965,37.90333666549642,154.99353415667653,37.90333667372894,25.41057089032757,0.0266974364274587,2.364880724191401,2.61803531153684,3.1195472918353664,2.091358823822341,63830.70117074009,88253.90304383825,9588.901506876851,2018543.544089218,673191.989515303,60531.13371844091,138073.05138350377,2884.4185570199716,1649.5946343735452,14382.56755681516,33029.383237519185,2
75.66129814262001,0.0790128640510353,1339.061898698308,36.59319470473039,151.09663217229985,36.59328000782381,23.18344468030039,0.0085665560963995,2.45754948815684,2.658940547206581,3.263591721851045,2.0676282127877927,65058.068385286126,81990.0431654249,13271.677475849225,1913479.8492322387,601348.9975890521,56984.90420633481,123374.75901669866,2649.993734684072,1565.123384508598,13481.555693085937,29526.371408476076,2
76.04510607167505,-0.0003049554164035,1384.8072222614876,37.21299802839712,151.68163945481007,37.2129980296467,25.016235744577763,0.0227814103983021,2.3893910625832206,2.5588623074291297,3.039830086673121,2.0435092601539857,59746.88532418593,88421.3829645918,11978.733107393706,1918281.5485137103,666862.5143863275,62688.74561123965,136176.9642401418,2951.8469265420754,1713.2780767851234,14864.272503725664,32546.021123518796,2
77.4083201232152,-0.1547243269810164,1409.9519513105097,37.54932690888759,153.5501634683149,37.54964568312021,24.802571899325333,0.0038990446549863,2.419129858482348,2.601905298618851,3.1209795676601115,2.0614926909420284,61667.38792128125,88078.22191748398,12649.917717502463,1981920.9051128123,652266.3014210905,66856.21536996106,133996.11312789147,3102.7751751656,1611.3994733653726,15813.520043811719,32063.394896176855,2
78.04379656126085,0.2145396312038593,1410.6790790371822,37.55900796130247,153.2474206044113,37.55962068885332,25.33422420590041,0.0093454805032348,2.386102991307633,2.5966159171231435,3.0805678487318446,2.077864342874532,59803.37984185672,89544.81377718993,11726.896293283908,1938699.4173684905,693378.8893799093,62709.99467397347,141019.8434014575,2965.657462005813,1827.8502322528223,14878.771497291089,33684.59366764709,2
75.90776404670636,0.1142158481490004,1358.0545774245902,36.85179205173869,150.44401206723836,36.85196904759036,24.269861337991767,-0.0082809023497514,2.393732404178821,2.600058110019651,3.127655448442188,2.059802122070592,63405.83659135807,84620.06366580768,10165.872106817344,1934901.9550619998,612199.3952774744,59481.417642410364,126172.54457550448,2790.6794168427946,1468.0116891148168,14096.294269161315,30212.19332546503,2
77.5266163389021,-0.1677745950823597,1369.3068873252946,37.0041468936293,154.08915230221652,37.004527231678665,22.92391782618794,-0.0117952270534019,2.5315688723007232,2.725992569923867,3.3819095377465045,2.095057608857477,63784.562691246334,83873.83471000417,17009.919470286888,1914588.361570474,646936.9198036019,60968.15035147866,131443.3397171917,2797.521124024928,1873.6590617427858,14389.560853685922,31400.640508620367,2
76.75732333612481,-0.1534975087715653,1424.06091687149,37.736731666527376,152.67580210245958,37.73704384761328,24.535309566916244,0.0124795995758771,2.428343700996358,2.5845634398847053,3.128443239192933,2.034004667829312,64508.83848132313,86838.95237846472,12452.643205295482,2013591.361455547,654693.7425234265,62455.048125422116,134292.5217465093,2926.730902835934,1637.081284031318,14796.800272724102,32131.725364003443,2
73.23293250163923,-0.1212376323982819,1358.44304248168,36.85706231486281,146.2912231003257,36.85726171387656,24.8971759274038,-0.004073774402463,2.3735543824452874,2.481416812107297,2.941415231798771,1.9869336216604347,59263.60043173261,87579.85808421078,11067.873653574146,1897522.4922553282,638920.941088542,63546.87730682573,131159.96536560598,2975.3424477256976,1565.5015938227225,15055.047227172405,31375.286375533735,2
78.4187143655421,0.0253562314904199,1420.051208348643,37.68356682094522,155.14233277680125,37.68357535169827,23.415291233838555,0.0112960177894127,2.520353544663445,2.7049497752489566,3.349038608249957,2.080978612927927,64894.75404538298,85496.47693747088,17236.872469125818,1982530.276868685,675504.6994080725,61646.261143299074,136590.31921393168,2855.6533445496448,1954.5744257587671,14570.661243837536,32613.74578789054,2
73.36453562982548,0.1610554680788795,1274.2585545525687,35.69675831994508,143.09439400170044,35.69712164049604,23.70630043901798,-0.0104427180470749,2.3898341339363163,2.5842153348269687,3.094727320213806,2.055194712018412,59016.17127855542,83647.90798395746,10653.29346028314,1786305.3149748011,597027.0396348782,57150.07377732517,122279.03380804234,2682.8812580370213,1498.194247043295,13543.647905747219,29248.456910854176,2
75.61505952798558,0.1009250258510683,1358.225120849771,36.85410588862211,149.58928025071052,36.85424408003254,24.119043630503803,-0.0260101297825386,2.438381150601103,2.602540237577122,3.135077024047247,2.0517327492535244,61381.39921744933,85754.31710441483,13108.11006252415,1903805.715794164,633409.1798013727,63883.15105638534,129838.55637062254,2955.957556416428,1611.9508897527166,15101.344161796898,31060.05251282258,2
74.33311566309474,0.0522164947743706,1285.4363285082798,35.8529821424701,147.60144774369988,35.853020166655426,23.935118182187217,0.0031560446068489,2.364542983369841,2.599890512707703,3.105608883870658,2.073273473687084,61076.48177924464,82931.33185741393,9141.971467872418,1821625.3214284542,587860.7187875925,55683.76884563736,121158.8227916283,2627.2151550964354,1407.1009533005301,13209.404592642733,29006.83223024309,2
75.29613399391577,0.2567332444247753,1367.4606643131822,36.979192315587184,147.43658643238513,36.98008350818012,23.96378445922705,-0.0255516612667345,2.4505347986607484,2.593581120044662,3.1420802553965403,2.036126661997938,61672.63266245251,85879.21928580088,14006.11506916039,1920654.7180748403,635991.8928019562,63347.13209126935,130036.41928990823,2935.951338912822,1651.1925554860316,14979.061594638995,31098.06045799737,2
78.14132996985394,-0.173265110168258,1367.771977608014,36.98340137964617,154.50916924784124,36.9838072459612,24.324135000112182,0.012340766072338,2.427430398952444,2.673322009381459,3.2125019027189885,2.1128525100234867,61604.01989564844,86184.86237021339,12406.394772193977,1924663.2617546646,633111.5916288727,63042.31367322766,129916.28888093405,2936.214343586087,1584.3216613544664,14920.323550743096,31084.177242955957,2
73.6212988118499,0.1136958510255456,1289.9046143294006,35.915242089249524,145.45264032493242,35.91542205064473,22.73853837503045,-0.0120857605180389,2.4819077912620697,2.63955256541041,3.237732241079075,2.0498519746763857,61551.48327096861,81959.36088144702,14470.175497894865,1814615.5437957086,600705.0867802538,57025.67078666833,122384.79873550765,2645.640819022246,1635.4529972929397,13484.890132871478,29254.040076198213,2
77.27305089988829,-0.0349418451531098,1454.2712872304523,38.13490903660912,154.3792333475289,38.13492504467524,24.226851734727784,-0.0083793313930846,2.4785188964314373,2.6047801765575964,3.189562215759213,2.0263066155069813,65177.92342896813,87328.37882615485,14991.12900682433,2046550.6674169104,676131.9266127207,64614.211830331085,137979.6911763924,3004.4253610023893,1794.6531254082558,15285.761126425838,32988.76006862916,2
76.09181512493902,0.0682030594679374,1383.6777026113486,37.197818519522734,151.00982118690786,37.19788104541262,23.592660967656563,0.0294262194373081,2.5047202696188062,2.633986740909876,3.225232424153177,2.045595420665042,61627.44826850529,86201.24792769447,16763.08123146294,1926739.1450055633,656436.0891147126,65047.30077342116,133481.1734722725,2979.9822423418004,1858.5853572742983,15350.43056998583,31888.755006664316,2
76.99809926352142,-0.0081485688435963,1394.0757231106445,37.3373234593837,152.87003809451363,37.33732434856336,24.28670398829534,-0.0023288161252039,2.428740709280023,2.6207203018303304,3.170380768861417,2.0622286306513047,63700.46219216856,85962.06302476238,12177.637820359572,1990798.4789524192,621051.7243820648,64568.12319449163,128193.17018960546,2990.196888213495,1493.7824804634272,15267.993050521907,30703.747778331748,2
78.13574529538559,0.2184725158315707,1371.7199246287755,37.03673749979573,152.76392589982143,37.037381857644135,24.699502774330625,0.012255403334671,2.39468040304611,2.6493035324620178,3.163454180000315,2.109645481846044,60113.63056046897,87503.51316216281,12014.281121730362,1891939.9003789676,670586.2002213036,59366.36807641193,136259.88747973173,2815.5567425517447,1772.8116454970143,14091.899410221897,32547.533216921674,2
